price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,yr_built
620000,4,2.5,2720,34498,1,1360,1966
450000,3,1.75,1740,6800,1.5,1740,1949
279000,4,1.75,1840,7275,1,1090,1976
625000,3,2.5,2010,3200,2,2010,2009
274950,3,1.75,1670,7415,1,1320,1987
423000,3,1.75,1820,6038,1,1040,1952
350000,2,1,720,5820,1,720,1950
305000,4,1.75,2370,10140,1,1460,1968
368000,3,1.75,2120,11340,1,1060,1966
232000,3,1.75,1290,6604,1,1290,1984
250000,4,3,1800,2500,2,1800,2000
220000,3,1.75,1230,8917,1,1230,1966
435000,3,2,1380,2500,1,750,1986
350000,2,1,740,7680,1,740,1922
206325,5,2.5,1720,10202,1.5,1720,1970
339000,5,2.5,1720,10202,1.5,1720,1970
399000,4,2.5,2100,7355,1,2100,1969
529000,2,1,1210,7667,1,900,1950
640000,4,2.5,2210,7722,2,2210,1999
735000,4,2.5,2470,2550,3,2470,2004
378000,5,2.5,2760,8015,1,1600,1960
775000,3,2,2540,7200,1.5,1600,1905
2.25E+06,3,4.25,5150,7800,2.5,4170,1954
1.35E+06,4,4.5,3420,7440,3,3420,2014
380000,4,2.5,2270,11500,1,1540,1967
624900,4,2.5,2270,11500,1,1540,1967
379770,3,2.5,1470,1779,2,1160,2005
340000,3,1.75,1280,16200,1,1030,1976
515500,4,2.75,2830,8126,2,2830,2005
600000,4,2.25,1970,7125,1.5,1500,1908
400000,1,1,1390,60984,1,1390,1960
364000,4,1,1020,11383,1.5,1020,1947
440000,4,2.5,2250,7526,2,2250,1989
285000,2,1,800,6240,1,800,1954
669000,3,1,1560,4500,1.5,1560,1915
475000,4,2,2100,13468,1,1050,1962
747000,2,1,990,4000,1,990,1911
317000,3,1.5,1060,5750,1,1060,1981
390000,2,1,1270,8164,1,1270,1941
1.07E+06,4,2.5,2740,5000,2,2740,2012
1.21E+06,4,2.75,2470,5500,1,1570,1960
580000,3,1.75,1970,5100,1,1130,1908
518000,4,2.5,2070,10244,1,1370,1969
147500,3,1.75,1010,6552,1,1010,1969
555000,4,2.25,2220,8125,1,1450,1965
427500,2,2,1090,934,3,1090,2008
1.74E+06,3,2.5,4310,32093,1.5,2510,1982
265950,3,2.5,1490,3840,2,1490,2002
247500,2,1,700,6046,1,700,1950
244000,4,1,1450,8960,1,1450,1943
578550,3,2.5,2120,6602,2,2120,1989
451000,4,2.5,1670,3315,2,1670,2005
489000,2,1.75,1810,4220,2,1810,2004
190000,2,1,710,1164794,1,710,1915
475000,3,3,2540,18900,1,1580,1978
485000,3,2,1420,4080,1.5,1420,1905
530000,3,2.75,2440,45738,2,1840,1987
379000,4,2.5,2570,10155,2,2570,1994
1.63E+06,5,2.5,3090,16583,2,3090,1964
739000,3,1.75,2050,5160,1.5,1300,1926
189950,3,1,920,6460,1,920,1969
637500,4,3,2320,4468,2,2160,1999
2.23E+06,3,3,3450,16740,1,1960,1949
209950,3,1,1660,8800,1,960,1963
460000,3,1,1130,7000,1,830,1944
543500,4,2.5,2550,5835,2,2550,1998
376000,4,2.75,2420,5773,2,2420,2005
430000,3,2.25,1470,1703,2,1470,2005
515000,4,2.5,2030,39049,1,1530,1953
580000,7,2.75,2310,2400,1.5,2310,1915
600000,5,3.5,3370,16846,2,2650,1998
476800,3,1.75,1900,43700,1.5,1900,1919
815000,3,1.5,1940,3570,2,1740,1916
455600,3,2.5,2420,8252,2,2420,1998
270000,3,1,1010,9514,1,1010,1969
1.20E+06,5,4,2710,2800,3,2380,1974
525000,2,1.5,1340,3600,1.5,1340,1903
242000,3,1.75,1310,9645,1,1310,1979
715000,4,2.5,2650,30500,1,1680,1960
475000,3,2.75,1890,3938,2,1890,1999
370000,4,3,2580,5511,2,2580,1999
788600,4,2.75,3500,7200,2,3500,2005
160000,2,1,1040,13100,1,1040,1912
800000,5,1.75,1930,501376,2,1930,1930
520000,4,3,2190,5085,2,2190,1992
725000,3,1.75,1530,4000,2,1530,1985
335000,4,1,1480,6500,1.5,1480,1914
919000,4,2.5,3620,17133,1,2220,1993
425000,3,2.75,3370,13929,2,2650,1986
420000,5,2.5,2100,14395,1,1140,1983
905000,4,3,3370,47959,2,3370,1981
435000,2,1,2240,7200,1,1120,1940
438000,3,2.5,1650,3031,2,1650,2003
725000,4,2.75,2630,7505,2,2630,1994
840000,4,1.75,2330,4000,2,1300,1924
425500,3,2.5,1970,2752,2,1970,1978
853505,3,2.5,2820,14890,1,1770,1985
398000,2,1,590,10945,1.5,590,1983
418500,3,2.5,2060,4399,2,2060,2007
826000,3,1.5,1890,5000,1.5,1890,1929
742000,4,2.5,2810,10986,2,2810,1997
180000,4,1,1470,18581,1.5,1470,1924
286000,4,1.75,2190,8400,2,2190,1978
421200,3,2.5,1440,3060,2,1440,2003
390000,3,3,2480,14141,1,1500,1994
739000,4,2.5,2780,6737,2,2780,2002
499900,4,3,2180,12196,2,2180,1968
670000,3,2.25,3340,13805,1,3340,1950
842500,3,2.25,2560,3996,1.5,2150,1910
492500,2,2.25,1600,80400,2,1600,1978
836500,3,2.5,2230,7200,3,2230,1996
334000,2,1,900,1818,2,900,1945
179900,3,1,1010,9920,1,1010,1977
563000,3,2,1580,5289,1,870,1940
310000,3,2.5,1890,6300,2,1890,2003
335000,4,2.25,2160,8817,1,1460,1965
499950,4,2.25,2160,8817,1,1460,1965
658500,2,1,1410,5101,1.5,1410,1927
297000,2,1.5,1430,1650,3,1430,1999
725000,6,1.75,2380,4080,2,2380,1917
780000,3,2.25,2206,82031,1,866,1983
252500,3,1,1030,6127,1,880,1947
330000,3,2.5,1070,1155,2,720,2005
525000,3,2.5,2320,9610,1,1730,1990
365000,2,1.75,1270,7500,1,1270,1982
500000,4,3,2570,9104,2,2570,1930
179950,3,1,920,4875,1,920,1969
440000,3,2,1790,32379,1,1790,2007
145000,1,0.75,480,9750,1,480,1948
331000,4,3,2483,5701,2,2483,2005
780000,3,2.25,2140,3000,2,2140,1905
855000,3,1.75,1900,4000,1,1300,1965
225000,3,2.25,1650,7739,1,1290,1986
199000,3,1,1510,9100,1,1510,1966
550000,3,1.75,2910,35200,1.5,2910,1979
1.43E+06,4,4.25,4960,6000,2.5,3680,1909
805000,3,2,2710,4500,1.5,1880,1929
261000,3,1.5,1810,29308,1,950,1983
347000,3,1,940,9198,1,940,1968
390000,3,2.25,1600,10240,1,1090,1979
436000,4,2.5,2640,3899,2,2640,2000
1.80E+06,5,3.25,3890,20005,1,2260,1977
557000,3,2.5,1630,1587,3,1630,2004
135000,3,1,830,9600,1,830,1959
425000,3,2.5,1800,14036,2,1800,1993
648752,3,2.25,2060,9953,1,1070,1964
1.39E+06,4,3,4040,20001,1,2020,1972
630100,4,2.75,1910,11356,1,1160,1977
739000,4,2.5,2800,246114,2,2800,1999
269000,3,1.5,1320,2625,2,1320,1986
250000,3,1,1220,5038,1,1220,1942
475000,5,2.75,3100,5298,2,3100,2007
290000,1,1,550,5700,1,550,1916
219000,3,1,1080,10639,1.5,1080,1953
416000,2,1,880,6650,1,880,1918
179000,2,1,720,8914,1,720,1949
302000,4,2.75,2030,9120,1,2030,1988
565000,4,2,2040,8281,2,2040,1961
281700,3,1,1570,8316,1,1070,1962
480000,2,1,1500,3420,1,1500,1902
775000,4,2.5,3180,15358,2,3180,1988
375000,3,1.75,1260,11224,1,1260,1947
345000,3,1.5,1390,13860,2,1390,1979
300000,3,3,2850,9375,1,2240,1977
364950,4,2.5,2070,2992,2,2070,2002
410000,3,3.25,2650,7819,1,1760,1956
231000,3,1.75,1220,8817,1,1220,1978
445000,3,2,1630,8702,1,1630,1987
530000,2,2.5,1785,779,2,1595,1975
353500,3,2.5,1260,972,2,840,2008
209950,3,1.5,1380,11130,1,1380,1960
650000,3,1.75,2330,7200,1,1320,1950
325000,2,1,840,4239,1,840,1948
257000,3,2.25,1730,9516,1,1180,1978
337000,4,2.5,2230,5970,2,2230,2002
541000,3,2.5,1790,4038,2,1790,2005
577500,3,2.5,2280,10879,2,2280,1984
560000,3,2.5,2430,5128,1,1270,1978
979700,5,3,3730,5500,1.5,2160,1927
750000,5,3,2230,8560,1,1150,1960
407500,2,1,770,2971,1,770,1923
530000,4,1.75,1814,5000,1,944,1951
235000,4,1.75,1920,9350,1,1000,1977
715000,4,2.5,1860,3840,1.5,1170,1928
795000,5,3,2750,10000,1,1730,1957
465000,4,2.5,1930,9653,1,1930,1968
287600,3,2.5,1950,8251,2,1950,1990
630000,6,3,2470,9328,2,2470,1982
445000,3,2.25,1630,6449,1,1310,1986
490000,4,2.25,2110,16200,1,1630,1978
565000,3,1.75,1490,5000,1,1250,1954
330000,3,2.5,1740,1844,2,1320,2008
463000,4,2.75,1900,6000,1,1300,1961
1.87E+06,5,4,4510,15175,2,4510,1969
219500,3,1,1090,6710,1.5,1090,1912
622200,3,1.75,1720,7200,1,1420,1959
474800,2,3.25,1400,1243,3,1400,2000
465000,4,2.5,2090,9702,1,1320,1965
389950,3,1.75,1580,9049,1,1580,1966
650000,4,2.5,2620,19864,2,2620,1984
395000,3,2,1500,2506,1,870,2003
304500,4,2.5,2030,5202,2,2030,2001
307000,3,1,1020,8484,1,1020,1949
485000,3,2.5,1540,7120,1,770,1938
1.56E+06,5,3,3910,16200,1,2890,1960
650500,5,4.25,3920,11412,2,3920,1955
960000,4,2.5,3180,10105,2,3180,1986
710000,3,2.5,2330,9160,2,2330,1997
540000,3,2.5,2600,23361,1.5,2150,1912
601000,4,1.75,1950,4200,1,1040,1951
463828,5,1.75,3250,13702,1,1650,1965
293000,4,1,1130,8308,1.5,1130,1944
597500,3,2.5,2620,4800,2,2620,2002
240000,2,1,1120,45302,1,1120,1932
284000,3,1.75,1800,23103,1,1800,1968
440000,4,1.75,2180,10200,1,2000,1966
340000,3,1.75,1960,8136,1,980,1948
363000,3,1.75,1960,8136,1,980,1948
270000,2,1,1150,3600,1,1150,1910
365000,4,2.5,2800,6820,2,2800,1997
428000,3,2,1310,2550,1,780,1986
600000,3,1.75,2340,57499,1,2340,1988
405000,3,2.5,1430,10200,1,1430,1960
339900,4,2.5,2340,9748,1,1610,1981
275000,3,1,1290,11250,1,1290,1956
361600,2,1,760,6380,1,760,1941
325000,6,2,2780,13950,2.5,2780,1955
1.05E+06,3,2,2090,4077,1.5,1530,1931
959750,4,3,3060,50002,1,2460,1957
210000,3,1,1110,7962,1,1110,1962
258000,3,2,1790,7879,1.5,1790,1998
468000,3,1.5,1830,9848,1,1830,1962
710000,4,3.5,2850,2910,2,1970,1905
268000,3,1,1420,6000,1,1420,1941
115000,2,1,790,7252,1,790,1930
500000,3,2.5,2300,4307,2,2300,1998
431000,3,2.5,2440,71002,1,2440,1996
241500,3,2,1310,7349,1,870,1995
300000,3,1,1380,12000,1,1380,1963
982000,4,2.5,2790,10289,2,2790,1987
248500,3,2.5,1360,7293,2,1360,1988
665000,4,2.5,2510,5936,2,2510,1998
1.22E+06,3,3,4560,16339,2,4040,2001
380000,2,1,780,3910,1,780,1918
220000,3,2,1410,7998,1,1410,1940
631500,4,2,2530,5650,1.5,1910,1910
386100,3,2,1270,6760,1,1270,1972
1.05E+06,4,4.5,3180,4606,2,1990,1929
650000,2,1.75,1450,4000,1.5,1350,1903
545000,4,1.75,2040,53578,1,1160,1959
870000,4,2.5,2650,12001,2,2650,1984
380000,3,1.75,1240,8611,1,1240,1973
265000,2,1,820,8423,1,820,1957
645500,2,1,1890,5202,1.5,1890,1909
570000,3,2,1270,3090,2,1270,1911
1.20E+06,4,2.5,3350,11688,1,1760,1995
605000,2,1,1550,3200,1.5,1550,1927
199500,3,1,920,9812,1,920,1962
445000,2,1,950,4800,1,950,1941
495000,4,1.75,2040,3570,1,1020,1917
594000,4,1.75,1870,5200,2,1200,1937
465000,3,1.75,1720,5280,1,900,1943
160000,2,1,1020,13647,1,1020,1915
340000,4,2.5,2690,6099,2,2690,1998
870000,4,2,3090,41147,1,3090,1990
249000,3,1.5,1070,5150,1,1070,1940
500000,4,2.25,2050,7201,2,2050,1994
220000,3,1.5,1660,15600,2,1660,1981
368500,5,1.75,2810,9360,1,1520,1965
439950,4,2.25,2460,14600,1,1720,1977
179900,3,1.75,1230,12000,1,1230,1970
490000,4,2.5,2360,4367,2,2360,2003
425000,4,1.75,1730,11890,1,980,1955
533300,4,2.5,2770,21806,2,2770,1991
447500,4,2,1770,3332,2,1630,1924
768000,5,2.75,3030,13640,2,3030,1980
285000,3,1.75,2380,6000,1.5,1320,1935
336900,3,1.75,1780,120661,1,1780,1979
415000,4,1.5,1540,7886,2,1540,1967
500000,3,2.25,1580,4379,2,1580,1994
337000,4,2.5,3200,5772,2,3200,2003
419950,4,2.5,2220,6800,2,2220,2002
290000,4,2.75,2240,8162,2,1380,1946
349950,2,1.75,1640,4176,1,1040,1948
330000,3,1.5,1170,4950,1,1170,1960
965000,4,2.25,3160,34560,1,3160,1981
515000,3,2.5,2100,7851,2,2100,1986
665000,4,2.5,2600,17388,2,2600,1996
265000,3,1.75,1630,5999,1.5,1630,1985
545400,3,2,2850,19200,1,2340,2004
350000,4,3,2560,5606,2,2560,2004
260000,2,1.5,980,1296,2,840,2001
2.51E+06,3,3.25,5480,57990,2,5480,1991
355000,3,2,2160,8091,1.5,2160,2000
879000,3,3,3030,5156,1.5,2080,1929
833000,4,3.5,3560,7178,2,2590,2006
261590,2,1,760,6407,1,760,1943
512500,3,3,2260,2400,2,2260,1909
600000,2,1.75,1560,3200,1,880,1946
417500,5,3,2270,6664,1,1340,1995
970000,5,3,3480,15185,2,3480,1964
316000,3,2.25,1900,7479,2,1900,1992
397500,4,3,2350,9952,1,1650,1989
1.35E+06,3,2.5,2390,5500,1,1700,1952
840000,4,2.5,3730,9847,2,3730,1997
270000,2,1,1780,81021,1,1780,1954
312900,4,2.5,1630,4473,2,1630,2003
325000,2,1,1130,6908,1.5,1130,1945
680000,3,1.75,2140,3584,1,1070,1952
763000,4,2.5,3220,7873,2,3220,1994
375000,1,1,800,533610,1.5,800,1950
475000,3,2.5,1800,3300,2,1690,2004
219000,2,2.5,809,940,2,809,2003
415000,3,2.25,1820,9694,1,1240,1977
90000,2,1,580,7500,1,580,1943
220000,2,1,580,7500,1,580,1943
616000,3,2,2900,5650,1,1520,1959
269500,2,1,1140,74052,1,1140,1968
395350,2,1,1060,5754,1,1060,1917
770000,4,3,2320,7200,1,1260,1943
840000,4,2.5,3450,43216,2,3450,2000
428950,2,1,1760,4441,1,1310,1950
800000,4,3.75,3370,6766,2,3370,2005
401000,4,1,1940,5753,1.5,1940,1947
303697,4,2,2520,7334,1,1600,1955
355000,3,1,1360,8968,1,1360,1956
350000,2,1,800,5040,1,800,1960
754999,4,2.5,3010,9323,2,3010,1992
982218,3,1.75,2340,5500,2,2340,1988
406500,3,2,1780,8621,1,1780,1992
1.65E+06,4,3.25,4200,210394,2,4200,1993
565000,2,1.75,1720,3000,1,860,1925
160000,2,1,830,4500,1,830,1920
220000,3,1,1090,6320,1,890,1954
1.28E+06,5,4.25,5040,9466,2,5040,2004
970000,5,2.75,3500,5040,2,2950,1927
115000,3,1,1080,6250,1,1080,1950
124000,3,1,1080,6250,1,1080,1950
157000,3,1,1080,6250,1,1080,1950
183000,3,1,870,5200,1,870,1969
527000,4,2.5,2830,6163,2,2830,2000
407193,4,2,1880,14653,2,1880,1978
970000,4,2.75,3600,5040,2,2610,2004
535000,4,2.5,2340,5600,2,2340,1921
245000,3,2,2040,13125,1,810,1910
337000,3,1.75,1310,12750,1,1310,1993
630000,3,2,1470,6000,1,1090,1950
320000,3,1.75,1370,9900,1,1370,1983
228500,3,1,1080,7486,1.5,990,1942
293000,3,2.5,1990,7577,2,1990,1990
447000,3,1,1310,7000,1,1310,1958
226500,3,1.75,1640,10762,1,1130,1988
436000,3,2.25,1770,8000,1,1350,1976
451000,3,2.5,2050,4876,2,2050,2005
315000,3,1,1170,62290,2,1170,1986
450000,2,1,1340,7250,1,1340,1951
635000,3,1.5,2240,5300,1,1120,1955
292500,2,1,880,17743,1,880,1951
329900,3,2.5,2170,4905,2,2170,2004
531000,2,1.5,1260,6660,1.5,1260,1926
725000,3,1.75,1880,13300,1,1380,1967
355300,3,2.5,1620,7410,1,1620,1955
280000,3,2.5,1610,10022,2,1610,1996
1.10E+06,4,2.75,3330,9143,2,3330,1995
605004,4,2,1370,4000,2,1370,1951
260000,2,1,690,6000,1,690,1949
748000,4,2.5,3170,4979,2,2570,1925
776000,2,2,1990,6180,1,1010,1941
425000,4,1,1080,6095,1.5,1080,1924
230000,4,1,1870,14703,1.5,1090,1928
418000,3,1.75,1670,12075,1,1370,1958
440000,4,2.5,2800,28254,2,2800,2001
858450,5,2.75,3460,7977,2,3460,2011
390000,3,2,1930,12443,1,1930,1969
957000,4,3,2370,3836,2,1750,1969
507000,3,1,1180,6000,1,1180,1950
575000,2,1,1320,4750,1.5,1320,1928
700000,3,1.75,1350,4000,1.5,1350,1925
239950,2,1.5,1068,1452,2,1068,1990
253000,3,1,1580,8240,1,1040,1978
540000,4,1,1690,3417,1.5,1690,1907
1.55E+06,3,4,5120,4600,3,4490,2008
805000,4,2.5,3960,38615,2,3960,2000
920000,4,3.25,2420,4000,1.5,1870,1911
496600,3,2.5,1910,5562,2,1910,1988
246000,3,2.25,1440,10500,1,1130,1983
350000,5,3,2320,8400,1,1510,1963
585000,3,2,1670,4572,1.5,1670,1931
450000,3,1.75,1390,11700,1,1390,1966
746000,3,2.5,2620,8950,2,2620,1992
598555,3,2.5,3040,7880,2,3040,2004
820000,3,2.5,2990,10711,1,1560,1976
266500,3,2.25,1740,5460,1,1210,1998
370000,2,1,2360,105850,1,1180,1947
625000,3,2.75,2240,3600,2.5,1650,1901
243500,4,2,1610,6200,1,1610,1979
340000,2,1,700,5829,1,700,1945
559950,5,3,2730,9519,1,1670,2014
315000,3,2.75,1780,15114,1,1080,1980
753000,3,2.5,3070,223463,2,3070,2003
800000,3,3,2060,3200,2,2060,1907
550000,3,2.25,1360,5111,1.5,1360,1934
465000,3,2,1430,14250,1,1430,1953
465000,3,2.25,1840,5752,2,1840,2003
710000,4,2.25,2000,8068,2,2000,1976
505000,3,2.5,1820,11012,2,1820,1988
690000,3,1.75,2330,16300,2,2330,1964
217500,2,2,1070,8400,1,1070,1980
500000,2,1,930,3750,1,930,1909
325000,2,2,1040,5796,1,1040,1921
500000,4,2.25,1960,12436,2,1960,1984
721500,3,3.25,2970,234788,2,2040,1991
924000,3,1.5,2200,5000,1.5,2200,1932
2.01E+06,6,4.5,3810,28176,1,3810,1969
345000,2,1.5,830,1034,2,830,2009
825000,4,3.5,3920,11086,2,3920,1999
560000,3,2,2870,95396,1,1350,1980
599000,3,2,2560,14680,1,1330,1987
211000,3,1.5,1350,7620,1,1350,1941
425000,4,2.25,1240,21190,1,910,1974
750000,4,2.75,3210,8520,1,1810,1976
479000,3,2.5,1690,3322,2,1690,2003
612500,4,2.5,2550,10623,2,2550,1992
605000,5,1.75,3240,34510,2,2690,1963
1.36E+06,4,2.5,3560,8960,2,3560,2001
389900,3,2.5,2160,59241,1,2160,2007
710000,4,2.5,3060,5000,2,3060,2006
295000,3,2.5,1690,8564,2,1690,1992
275250,3,2.25,1520,7199,2,1520,1992
250000,4,2.5,2040,5770,2,2040,1994
709000,3,2,2360,18000,1,2180,1951
399500,4,1.75,1360,4840,1.5,1360,1928
225000,3,2.5,2000,9202,2,2000,1992
500000,3,2.5,1650,4648,2,1650,2001
364900,3,3,2500,8304,2,2500,1997
356000,3,1.5,1140,7500,1,1140,1976
616750,3,1.5,2140,47743,1.5,2140,1978
755000,3,2.75,2870,6600,2,2870,1984
327500,2,1,830,8183,1,830,1950
605000,3,2.25,1960,10139,2,1960,1984
179950,4,1.5,1130,5200,1,1130,1968
633000,5,2.75,3630,30570,2,3630,2000
349950,4,2,1764,15600,1,1764,1942
1.08E+06,3,2.75,2770,5800,1,1650,1959
425000,3,2.5,2650,12247,2,2650,2002
990000,3,2.75,2500,6350,2,2370,1979
410000,3,1,2710,19000,2,2710,1950
590000,3,2.25,2490,8800,2,2490,1975
242000,3,1.75,1500,7560,1,1500,1979
775000,3,2,1160,13747,1,580,1931
680000,4,1.5,1880,6200,1,1440,1954
217000,3,2.5,1340,4200,2,1340,2002
395000,3,2.5,1960,3953,2,1960,1999
572500,3,2.25,2030,9791,1,1500,1984
559900,5,3,2200,6380,1,1440,1987
845000,3,2,2540,4750,1.5,1840,1930
241000,3,2,1520,7131,1,1520,1993
1.33E+06,3,2.25,2360,5504,2,2080,1913
475000,3,1.75,1340,2805,1.5,1340,1919
575000,2,1.5,1400,5810,2,1400,1940
455000,4,2.75,3030,117378,1,1680,1959
839000,3,2.5,3200,203425,1,3200,2000
475000,4,1.5,1580,10260,1,1030,1955
600000,2,1,2120,6897,1,1060,1923
515000,2,1,1640,5200,1,1040,1937
425000,3,2.25,1890,8400,1,1520,1977
565000,4,2,1710,3875,1.5,1710,1907
498000,2,2,1140,8282,1,1140,1924
739000,4,3,2720,3800,2,1800,1919
355000,2,1.75,1650,4000,1,950,1947
263000,3,1.75,1790,7485,1,1330,1979
375000,4,1.75,1680,6834,1.5,1680,1948
322000,3,1.75,2200,12231,1,1250,1964
325000,2,1,830,5100,1,830,1941
290000,2,1,770,4800,1,770,1943
809950,4,2.5,3280,6181,2,3280,2001
969500,3,3.25,2080,3025,2,1220,1984
665000,4,2.5,2790,43091,2,2790,1989
635000,5,3.5,4150,13232,2,4150,2006
272450,3,2.25,1780,7332,2,1780,1987
427000,4,1.75,1460,9750,1,1460,1967
261500,3,1,1410,8174,1,1410,1958
488800,4,2.25,2170,9665,1,1300,1976
340000,2,1,690,5200,1,690,1918
398950,4,3,3000,10297,2,3000,2003
217000,3,1,870,5200,1,870,1969
799000,4,2.5,3170,94855,1,1910,1978
160000,4,1,1540,7350,1,770,1969
447000,3,1,1270,8800,1,1270,1968
765000,3,1.75,2190,6450,1,1480,1957
1.32E+06,4,3.5,4410,36200,2,4410,1989
445000,4,2.5,2790,8111,2,2480,2004
310000,3,1,1510,6000,1,1170,1953
380000,2,1.75,1800,7191,1,990,1952
325000,4,1,2410,6975,1,1510,1957
345000,4,2.75,2250,7412,1,1480,1975
300000,3,1,950,4760,1.5,950,1929
530000,4,1.75,2860,48351,1,1710,1978
583500,4,1.75,2860,48351,1,1710,1978
410000,2,1,1560,10125,1,1130,1954
535000,2,1.5,1940,5700,1,970,1937
2.05E+06,4,3.25,3580,19989,1.5,3480,1915
345000,4,2.5,2040,5523,2,2040,1999
539000,5,1,1700,11727,1.5,1700,1954
590000,4,2.5,3700,12500,1,1920,1973
187000,2,1.75,1050,2926,1,1050,1974
270000,3,2,1690,9583,1,1690,1969
546000,2,1,1120,6180,1,1120,1939
520000,3,1.75,1490,1036,2,1090,2008
515000,5,2,2220,6000,1.5,1390,1925
990000,3,2.5,2160,6000,1.5,1880,1939
382000,2,1,870,10492,1,870,1937
1.21E+06,3,1.75,1900,13600,1,1900,1956
900000,4,3.5,3370,5000,2,2470,2008
675000,3,2.75,3370,5350,1.5,2310,1910
460000,2,1,880,3300,1,880,1909
234000,2,1,940,5375,1,940,1952
399000,3,1,1340,7191,1,1340,1974
253500,3,1.5,1440,12040,1,1440,1959
475000,3,1.5,1750,12632,1,1750,1952
740000,5,3.5,3990,5000,2,2910,2004
799000,3,2.5,2860,4442,2,2860,2000
390000,4,2.5,1940,3864,2,1940,2003
421000,2,1.5,1400,11245,1,1400,1947
296500,3,2.5,1770,6033,2,1770,1987
895000,4,2,1710,4178,1.5,1710,1926
386000,4,2.5,2810,11897,2,2810,2003
424000,3,1,1580,13912,1,1580,1955
749000,3,1,1580,5000,1.5,1580,1926
523000,3,1,1440,8681,1.5,1440,1937
389000,4,2.5,2420,9147,2,2420,1998
270000,4,1.5,1930,15000,1,1930,1946
275000,3,1,1190,27215,1,1190,1943
287500,4,2.5,2240,6944,1,1310,1979
345000,2,2.5,2550,216344,2.5,2550,1993
427000,2,1,920,3780,1,920,1910
508450,4,1.75,1520,9600,1,1000,1955
705000,3,2,1460,6250,1.5,1460,1912
550000,1,1.5,1900,40600,1.5,1450,1977
380000,3,1.5,1430,11173,1,1430,1955
539900,3,2.5,2500,4203,2,2500,2001
330000,2,1,720,7250,1,720,1943
455000,2,1,1140,5720,1,850,1947
510000,4,4,3530,10935,2,3530,1992
315000,3,2,1220,14645,1,1220,1970
206000,3,1,1320,7000,1,1320,1967
592500,4,3,2170,8240,1,1370,1968
744000,3,2.5,2020,7512,2,2020,1981
334500,3,2.5,1990,3694,2,1990,1989
886000,4,2,2660,3900,1.5,1480,1923
600000,4,2.5,2360,13500,1,1780,1973
850000,3,2,2740,101930,1,2740,1999
550000,3,1.75,1360,5850,1,1000,1938
184900,2,1,1230,5000,1,1230,1911
245000,3,1.5,1260,7964,1,1260,1955
370000,2,1,1040,4172,1,1040,1946
480000,4,2.5,2700,9700,1,1670,1978
579000,3,1.75,1800,4429,2,1800,1906
339275,3,1.5,1590,7260,1,1080,1964
425000,3,2.75,1360,542322,1,1140,1955
170000,3,1.75,1370,10780,1,1370,1959
950000,4,2.5,3320,7644,2,3320,1995
623000,4,2.5,2980,9235,1,1690,1977
477000,3,2.5,1350,2053,3,1350,2005
330000,3,1,1160,9600,1,1160,1967
600000,3,2.25,1480,5400,2,1480,1914
570000,3,2,1640,2808,1,820,1924
515000,4,2.5,2680,7178,2,2680,2004
805000,4,2.25,2440,9889,1,1540,1952
555000,4,2.5,2920,24074,2,2920,1997
245000,3,2.25,1780,9598,2,1780,1985
638150,4,2.5,2170,7275,1,1820,1978
1.65E+06,4,4.5,5550,16065,2,3880,2003
269950,4,2.5,2060,13500,1,1260,1968
195000,3,1.5,1050,5525,1,1050,1969
159100,2,1,790,7095,1,790,1944
550000,3,1,1010,6120,1,1010,1942
299000,2,1,1040,4600,1,1040,1950
1.38E+06,4,3.5,3130,4500,2,2060,2014
249500,2,1,900,4500,1,900,1951
700000,4,1,1470,5450,1.5,1470,1918
275000,4,1,1080,26114,1.5,1080,1900
565000,3,2.25,2440,8378,1,1480,1962
425000,4,1.75,2520,11017,1,1320,1956
620047,4,1.75,1760,6000,1,880,1946
480000,3,2.25,1820,13362,1,1220,1977
515000,3,2.25,1820,13362,1,1220,1977
420000,4,2.5,3040,24123,2,3040,1999
610000,5,3.25,3490,23400,1,1890,1957
849000,4,1.5,2440,8040,1,1440,1950
718000,3,1.75,2280,3446,2,2280,1949
295000,3,2.25,1980,8000,1,1560,1974
871000,5,1.75,2360,6150,1,1180,1940
430000,3,3.75,3890,7140,1,2390,1943
440000,4,2.5,2300,10880,1,1190,1961
405000,2,1,910,6490,1,910,1942
340000,3,2,1140,11620,1,1140,1994
675000,4,2.5,2390,5249,2,2390,2006
480000,3,1,1150,4945,1,1150,1943
362500,5,2,2330,8586,1,1270,1961
752888,3,2.5,2420,9000,2,2420,1987
255000,4,1.75,960,8863,1,580,1949
283700,1,1.75,1010,10900,1,1010,1968
335000,4,2.5,2370,6000,2,2370,2001
285000,3,1.75,2880,18296,1,1580,1958
278000,4,2.25,2400,7738,1.5,2400,1964
731000,5,2.5,3670,8960,1.5,3670,1973
335000,3,1.5,1140,15890,1,840,1985
334200,3,1.75,1410,45302,1,1410,1980
642000,6,1,1530,4305,1.5,1530,1921
540000,4,1.75,1720,4240,1.5,1460,1925
299000,3,2.5,1620,79993,1,1620,1960
560000,3,1.75,1570,4375,1,970,1940
852000,5,2.75,1990,3750,1.5,1990,1913
306000,2,1,930,5650,1,930,1941
440000,3,1.75,1550,7820,1,1210,1981
517000,4,1,1650,8250,1,1650,1966
379000,2,1,800,6380,1,800,1940
360000,2,1,930,6098,1,930,1919
645000,4,1.5,2550,4000,1.5,1760,1926
217000,2,1,720,4760,1,720,1942
